Depth,GR,Porosity,Caliper,Ring resistivity
86.0749,89.3102,0.543443,8.4619,0.5866
86.2273,85.1315,0.564673,8.4316,0.5892
86.3797,82.7994,0.546455,8.409,0.5891
86.5321,78.5579,0.547377,8.3533,0.5864
86.6845,82.4074,0.546989,8.47,0.5862
86.8369,80.6016,0.554704,8.5928,0.5912
86.9893,80.7279,0.554623,8.6792,0.5956
87.1417,83.0506,0.550124,8.6629,0.5861
87.2941,84.8647,0.552415,8.6288,0.5754
87.4465,84.8061,0.548969,8.6938,0.5672
87.5989,82.2528,0.55909,8.7203,0.5626
87.7513,84.4561,0.535302,8.8134,0.5623
87.9037,86.898,0.541161,8.8376,0.5679
88.0561,84.5361,0.528121,8.894,0.5791
88.2085,81.8302,0.553291,8.882,0.5905
88.3609,82.3372,0.552799,8.8625,0.5793
88.5133,84.7487,0.565742,8.8248,0.581
88.6657,92.0028,0.537877,8.8102,0.6122
88.8181,92.4743,0.541449,8.8009,0.6211
88.9705,93.5067,0.543318,8.7184,0.6147
89.1229,88.8638,0.554968,8.6734,0.6092
89.2753,88.5814,0.540724,8.6064,0.605
89.4277,87.6328,0.566076,8.7083,0.6101
89.5801,87.908,0.577549,8.7262,0.6173
89.7325,87.9898,0.589159,8.7801,0.6252
89.8849,87.1804,0.568014,8.6423,0.6225
90.0373,87.2068,0.553287,8.535,0.6123
90.1897,87.7066,0.558939,8.3922,0.5949
90.3421,88.4771,0.563134,8.3648,0.5861
90.4945,87.9272,0.588638,8.5087,0.5872
90.6469,89.0838,0.566878,8.7849,0.5919
90.7993,86.7711,0.558167,8.8473,0.594
90.9517,88.14,0.56093,8.7665,0.5952
91.1041,87.4218,0.565736,8.6155,0.6059
91.2565,91.3051,0.5692,8.6662,0.6125
91.4089,87.2809,0.556178,8.5937,0.6089
91.5613,83.9878,0.569238,8.5739,0.607
91.7137,84.733,0.573647,8.5357,0.6132
91.8661,87.8879,0.614044,8.4961,0.6234
92.0185,92.8425,0.624062,8.4162,0.6302
92.1709,92.0402,0.628985,8.4538,0.6239
92.3233,91.1452,0.581203,8.5891,0.6113
92.4757,89.3775,0.57591,8.7648,0.6005
92.6281,87.608,0.572462,8.8137,0.5951
92.7805,88.6383,0.570138,8.8221,0.5909
92.9329,88.7506,0.569248,8.8087,0.5845
93.0853,89.0931,0.556282,8.7867,0.5669
93.2377,91.0127,0.574498,8.7678,0.5464
93.3901,90.2507,0.558197,8.8015,0.5389
93.5425,92.6438,0.565422,8.7899,0.5581
93.6949,92.8397,0.554176,8.8051,0.5544
93.8473,92.752,0.574496,8.7205,0.5478
93.9997,93.0774,0.564327,8.7493,0.5528
94.1521,91.2722,0.587565,8.7418,0.551
94.3045,93.2438,0.543233,8.7259,0.5477
94.4569,93.1474,0.55287,8.7114,0.6093
94.6093,94.8792,0.544064,8.6275,0.6098
94.7617,94.5767,0.540184,8.5477,0.6102
94.9141,94.4318,0.530073,8.5263,0.6113
95.0665,96.9828,0.511811,8.5434,0.6193
95.2189,99.8202,0.530283,8.6046,0.6159
95.3713,98.1959,0.540538,8.6469,0.6109
95.5237,95.5533,0.55916,8.6467,0.612
95.6761,97.8954,0.56805,8.6853,0.6159
95.8285,93.9222,0.564602,8.6766,0.6136
95.9809,87.7772,0.56593,8.7015,0.6126
96.1333,80.7074,0.577916,8.5229,0.6149
96.2857,82.2238,0.573957,8.4798,0.6178
96.4381,86.075,0.552703,8.4277,0.6188
96.5905,88.708,0.54555,8.5275,0.621
96.7429,91.5906,0.561619,8.5104,0.6235
96.8953,93.1821,0.584445,8.5534,0.6175
97.0477,90.5704,0.587518,8.5032,0.6227
97.2001,91.1481,0.554098,8.438,0.6431
97.3525,89.1173,0.554315,8.3821,0.6488
97.5049,89.8319,0.55316,8.4273,0.6437
97.6573,87.2405,0.616073,8.4621,0.6307
97.8097,90.4512,0.57877,8.3772,0.6503
97.9621,91.8584,0.582681,8.3344,0.6743
98.1145,96.4695,0.557282,8.3645,0.6781
98.2669,97.1092,0.591943,8.5904,0.655
98.4193,98.1431,0.567856,8.6754,0.6582
98.5717,95.3533,0.548999,8.7612,0.6888
98.7241,93.9898,0.533667,8.7237,0.7098
98.8765,92.0597,0.544363,8.6595,0.7124
99.0289,92.4746,0.531075,8.6083,0.7163
99.1813,90.5014,0.543062,8.5948,0.718
99.3337,91.5486,0.545022,8.8905,0.719
99.4861,93.7017,0.566067,8.8871,0.7369
99.6385,95.4031,0.559844,8.968,0.7591
99.7909,95.4624,0.552942,8.9547,0.7797
99.9433,93.1832,0.544387,8.9534,0.7951
100.0957,92.8679,0.535408,9.0096,0.7838
100.2481,93.211,0.534328,8.9898,0.7755
100.4005,93.9705,0.536744,9.1566,0.7929
100.5529,94.8906,0.548526,9.0577,0.8326
100.7053,94.4494,0.5424,8.9219,0.8862
100.8577,94.237,0.56274,8.7918,0.8444
101.0101,94.2602,0.577644,8.7861,0.7734
101.1625,94.7211,0.586184,8.7517,0.7551
101.3149,93.3336,0.574633,8.8375,0.7737
101.4673,93.004,0.552932,8.8834,0.7888
101.6197,91.5038,0.561135,8.9554,0.7798
101.7721,93.7196,0.54687,8.9888,0.7516
101.9245,95.1047,0.564868,8.987,0.7458
102.0769,98.1687,0.572953,9.0472,0.7396
102.2293,98.309,0.58473,8.9839,0.7328
102.3817,96.3435,0.566483,8.9476,0.7258
102.5341,94.1157,0.5643,8.8889,0.7373
102.6865,94.5849,0.563702,8.8961,0.7604
102.8389,94.2797,0.56265,8.9539,0.7792
102.9913,92.9013,0.56711,8.8878,0.7804
103.1437,90.6006,0.552604,8.9507,0.7574
103.2961,88.5207,0.544264,9.0026,0.7198
103.4485,87.413,0.542191,9.2632,0.7066
103.6009,87.7878,0.579902,9.3195,0.7023
103.7533,91.496,0.585788,9.276,0.7027
103.9057,93.6152,0.581991,9.0782,0.7176
104.0581,91.4531,0.55548,8.9791,0.7344
104.2105,85.9879,0.560615,8.8468,0.7507
104.3629,84.6146,0.580066,8.8622,0.7551
104.5153,86.4532,0.589642,8.9034,0.7611
104.6677,89.2065,0.588298,9.0113,0.7691
104.8201,92.3809,0.549351,9.1215,0.7394
104.9725,95.0193,0.538873,9.2299,0.7035
105.1249,98.6361,0.569421,9.1393,0.6773
105.2773,95.2597,0.591566,8.7998,0.6922
105.4297,92.4969,0.614009,8.4849,0.7079
105.5821,90.5804,0.550255,8.4515,0.7227
105.7345,92.1452,0.551324,8.3836,0.7203
105.8869,92.5168,0.530845,8.33,0.7173
106.0393,89.391,0.561356,8.5069,0.7134
106.1917,86.8442,0.561172,8.7118,0.6886
106.3441,87.1913,0.552629,8.726,0.6592
106.4965,88.9679,0.556705,8.7352,0.6297
106.6489,88.4442,0.534974,8.5862,0.6281
106.8013,87.7896,0.552503,8.615,0.636
106.9537,87.2452,0.558756,8.5682,0.6654
107.1061,92.7801,0.580965,8.5282,0.6854
107.2585,96.1749,0.583572,8.562,0.6537
107.4109,98.1366,0.568226,8.6429,0.6776
107.5633,95.0365,0.565514,8.6877,0.7119
107.7157,91.0345,0.561294,8.6532,0.7207
107.8681,91.5003,0.541972,8.6588,0.7272
108.0205,94.281,0.545671,8.6817,0.7371
108.1729,95.5109,0.539291,8.6577,0.7435
108.3253,97.7564,0.572982,8.6345,0.7434
108.4777,95.8094,0.572202,8.6264,0.7446
108.6301,97.1411,0.582383,8.6334,0.7627
108.7825,95.0539,0.551405,8.5933,0.7763
108.9349,92.5482,0.554266,8.5454,0.7647
109.0873,92.095,0.54854,8.5632,0.7552
109.2397,90.4428,0.553161,8.5666,0.7517
109.3921,92.7862,0.548907,8.6076,0.7676
109.5445,91.0328,0.534151,8.601,0.7796
109.6969,93.4602,0.539974,8.5764,0.7885
109.8493,94.2837,0.535248,8.4835,0.7969
110.0017,96.0908,0.533376,8.4218,0.8096
110.1541,94.1499,0.547371,8.4153,0.823
110.3065,93.1086,0.549808,8.4712,0.8193
110.4589,92.3929,0.547191,8.4188,0.8102
110.6113,93.4128,0.534524,8.3924,0.7992
110.7637,94.3585,0.53149,8.396,0.7964
110.9161,94.5502,0.544561,8.4559,0.7986
111.0685,95.4723,0.556908,8.5077,0.8168
111.2209,95.4484,0.571093,8.5933,0.8479
111.3733,95.8904,0.582553,8.7215,0.8745
111.5257,92.6151,0.560088,8.8391,0.8775
111.6781,91.5685,0.554734,8.7566,0.8734
111.8305,93.2694,0.537286,8.6684,0.8893
111.9829,95.0654,0.560524,8.586,0.8736
112.1353,97.2551,0.553139,8.6581,0.8701
112.2877,94.9102,0.575058,8.6604,0.871
112.4401,94.0128,0.558863,8.6392,0.8548
112.5925,91.9209,0.554736,8.6273,0.873
112.7449,92.4501,0.534605,8.6281,0.8555
112.8973,93.0085,0.538419,8.5869,0.8103
113.0497,90.6713,0.557296,8.5447,0.7759
113.2021,88.4838,0.565804,8.5802,0.7671
113.3545,87.2038,0.549307,8.5623,0.8066
113.5069,87.7736,0.543735,8.5252,0.8124
113.6593,90.2285,0.548173,8.4469,0.7934
113.8117,91.7165,0.550076,8.4565,0.7719
113.9641,94.9402,0.537841,8.3833,0.7674
114.1165,93.6662,0.526699,8.3498,0.7625
114.2689,93.4622,0.540243,8.3436,0.7557
114.4213,94.9866,0.555702,8.4057,0.74
114.5737,94.3532,0.585138,8.5232,0.693
114.7261,94.3762,0.582488,8.5354,0.6562
114.8785,88.9788,0.572625,8.4596,0.6487
115.0309,91.082,0.544719,8.4573,0.6535
115.1833,88.8052,0.53544,8.6488,0.6481
115.3357,90.4186,0.537296,8.8086,0.6426
115.4881,88.818,0.552717,8.795,0.6402
115.6405,89.4379,0.560435,8.7272,0.6458
115.7929,90.3115,0.538895,8.688,0.679
115.9453,90.5044,0.534537,8.7926,0.6923
116.0977,90.8805,0.533643,8.9761,0.6995
116.2501,90.873,0.526465,9.0374,0.6853
116.4025,89.3208,0.512157,8.98,0.6455
116.5549,90.6228,0.517114,8.8724,0.6376
116.7073,92.1208,0.556559,8.8423,0.6483
116.8597,94.5582,0.575568,8.8149,0.6586
117.0121,93.8816,0.561554,8.6917,0.6691
117.1645,89.5158,0.545349,8.6265,0.6637
117.3169,87.3164,0.55598,8.7051,0.6443
117.4693,85.2224,0.552579,8.8243,0.6336
117.6217,87.068,0.547271,8.9793,0.6382
117.7741,87.6651,0.533387,9.0639,0.6514
117.9265,90.2328,0.532784,9.1099,0.6418
118.0789,92.7975,0.533291,9.2573,0.6315
118.2313,92.9354,0.533772,9.2592,0.6433
118.3837,94.4666,0.545811,9.1116,0.6589
118.5361,92.5657,0.547381,8.9716,0.6687
118.6885,94.2798,0.549317,8.7587,0.6815
118.8409,94.7977,0.541166,8.7484,0.6887
118.9933,93.9188,0.536581,8.6931,0.6878
119.1457,95.439,0.536958,8.735,0.6789
119.2981,94.0838,0.543592,8.7197,0.6593
119.4505,95.9433,0.538662,8.6073,0.648
119.6029,95.1614,0.540251,8.5736,0.6555
119.7553,95.5293,0.537788,8.5571,0.6627
119.9077,95.3132,0.553888,8.6071,0.6627
120.0601,96.3379,0.53816,8.5877,0.676
120.2125,96.5348,0.552592,8.4972,0.6759
120.3649,98.3565,0.548447,8.4307,0.6654
120.5173,94.6742,0.568548,8.4544,0.6559
120.6697,91.5816,0.53102,8.6173,0.6671
120.8221,88.416,0.529865,8.852,0.6796
120.9745,91.5169,0.513294,8.924,0.6759
121.1269,92.1419,0.536336,8.8211,0.6638
121.2793,92.8701,0.543183,8.7346,0.6604
121.4317,90.6193,0.576298,8.6203,0.6499
121.5841,91.862,0.582636,8.5251,0.6778
121.7365,90.0369,0.561688,8.5701,0.6895
121.8889,88.005,0.558851,8.6701,0.694
122.0413,87.6284,0.556941,8.7349,0.6955
122.1937,89.3646,0.55767,8.7598,0.6972
122.3461,91.0537,0.544834,8.7697,0.7037
122.4985,89.9798,0.550221,8.8008,0.711
122.6509,90.0739,0.56116,8.7684,0.7164
122.8033,92.3172,0.545433,8.7633,0.7236
122.9557,92.3146,0.542593,8.7314,0.7342
123.1081,93.0401,0.536279,8.7512,0.7301
123.2605,90.6398,0.553317,8.7471,0.7176
123.4129,90.7279,0.568409,8.9319,0.7161
123.5653,89.9796,0.577394,9.1529,0.7223
123.7177,89.7056,0.588113,9.3956,0.7256
123.8701,99.065,0.568563,9.4948,0.7205
124.0225,96.5239,0.568509,9.5327,0.7325
124.1749,92.685,0.549823,9.4155,0.7508
124.3273,81.4349,0.54703,9.2687,0.7431
124.4797,81.1128,0.54665,9.2158,0.7285
124.6321,82.1992,0.559578,9.3642,0.7563
124.7845,84.1406,0.547687,9.4811,0.7625
124.9369,85.9132,0.544441,9.3304,0.7291
125.0893,85.9171,0.555075,8.9192,0.709
125.2417,83.5332,0.556782,9.0019,0.6953
125.3941,81.5106,0.559942,9.1092,0.6982
125.5465,83.702,0.546063,9.2691,0.7021
125.6989,86.0455,0.565293,9.3226,0.7066
125.8513,86.3917,0.547304,9.2853,0.7129
126.0037,86.5932,0.554339,9.0874,0.7181
126.1561,85.5955,0.549212,8.8546,0.7015
126.3085,87.0854,0.576716,8.5815,0.6419
126.4609,87.4828,0.564137,8.4631,0.6216
126.6133,88.1596,0.55348,8.4386,0.6327
126.7657,87.6013,0.551281,8.5211,0.6569
126.9181,85.904,0.551333,8.5283,0.6773
127.0705,86.17,0.555624,8.5651,0.6804
127.2229,88.49,0.556358,8.5063,0.6803
127.3753,89.6331,0.573313,8.5041,0.677
127.5277,91.536,0.588865,8.4651,0.6588
127.6801,90.2427,0.584083,8.4917,0.6564
127.8325,91.8607,0.558969,8.4705,0.6608
127.9849,90.5021,0.580165,8.6268,0.6587
128.1373,92.7151,0.585103,8.5361,0.6637
128.2897,91.3284,0.592196,8.4965,0.6722
128.4421,90.9093,0.557769,8.4577,0.6791
128.5945,87.7928,0.547682,8.5557,0.687
128.7469,87.4839,0.566129,8.6962,0.6952
128.8993,87.7788,0.552729,8.8344,0.7042
129.0517,86.4014,0.568305,8.9841,0.7161
129.2041,86.6571,0.56425,9.0049,0.7152
129.3565,85.8063,0.585472,8.9829,0.6796
129.5089,89.0041,0.55564,8.9769,0.6528
129.6613,90.1834,0.541059,9.0276,0.6535
129.8137,90.8623,0.526627,9.0489,0.6544
129.9661,90.8369,0.547401,8.9084,0.6828
130.1185,90.0055,0.546171,8.8359,0.7027
130.2709,88.9387,0.554025,8.7272,0.7144
130.4233,88.4521,0.54195,8.7168,0.722
130.5757,87.699,0.541052,8.6066,0.7125
130.7281,88.8941,0.546048,8.4827,0.6854
130.8805,90.6486,0.549483,8.4215,0.6583
131.0329,93.6936,0.548866,8.3938,0.6355
131.1853,93.1896,0.534059,8.4359,0.6296
131.3377,90.4194,0.547607,8.4599,0.6243
131.4901,88.1022,0.565544,8.5144,0.6249
131.6425,89.5927,0.56979,8.6708,0.6522
131.7949,92.4331,0.563334,8.9284,0.679
131.9473,91.542,0.543019,9.1275,0.7049
132.0997,89.8387,0.542549,9.0274,0.7098
132.2521,88.0006,0.516837,8.7937,0.6872
132.4045,88.471,0.524729,8.5644,0.6665
132.5569,89.196,0.525947,8.5465,0.6521
132.7093,89.825,0.544944,8.5534,0.6397
132.8617,90.2316,0.534033,8.6262,0.6323
133.0141,92.0442,0.554901,8.6157,0.6374
133.1665,88.158,0.551395,8.603,0.6493
133.3189,86.3211,0.565038,8.4817,0.6708
133.4713,81.6692,0.540888,8.4374,0.6738
133.6237,86.0513,0.544677,8.3843,0.657
133.7761,87.4705,0.5508,8.4282,0.6245
133.9285,90.9655,0.571287,8.4861,0.6017
134.0809,88.6643,0.57126,8.5516,0.5918
134.2333,90.1444,0.549808,8.4902,0.6129
134.3857,88.1021,0.526404,8.4008,0.6309
134.5381,86.1315,0.542007,8.379,0.6364
134.6905,85.5741,0.565664,8.3905,0.6378
134.8429,87.2003,0.576779,8.4375,0.6565
134.9953,89.615,0.54098,8.3965,0.6687
135.1477,91.061,0.521836,8.3696,0.6666
135.3001,95.7943,0.513625,8.3295,0.6646
135.4525,97.217,0.52946,8.3606,0.6511
135.6049,98.3195,0.524941,8.4172,0.645
135.7573,94.5482,0.530341,8.4648,0.6499
135.9097,96.421,0.527849,8.4442,0.6518
136.0621,94.6835,0.544159,8.4613,0.6451
136.2145,93.1452,0.546669,8.4177,0.6289
136.3669,90.5049,0.556987,8.4013,0.5988
136.5193,89.1739,0.58428,8.4382,0.5748
136.6717,91.3189,0.58725,8.5926,0.6141
136.8241,91.8216,0.593069,8.5979,0.6286
136.9765,91.6141,0.583678,8.5288,0.6207
137.1289,90.658,0.587664,8.5319,0.6194
137.2813,91.0629,0.596283,8.5435,0.6144
137.4337,94.3527,0.59568,8.5879,0.6148
137.5861,94.3509,0.590112,8.6128,0.619
137.7385,94.1901,0.576357,8.6967,0.6271
137.8909,91.5486,0.555697,8.8223,0.6286
138.0433,91.3696,0.556796,8.8114,0.6344
138.1957,92.6985,0.551798,8.8053,0.6402
138.3481,95.1735,0.574184,8.8416,0.6412
138.5005,95.1802,0.566728,8.8489,0.6339
138.6529,94.0916,0.567522,8.8053,0.6133
138.8053,94.4349,0.54468,8.6255,0.604
138.9577,95.4804,0.549274,8.6823,0.6129
139.1101,95.6037,0.551334,8.7904,0.6165
139.2625,93.2843,0.563727,9.0136,0.6116
139.4149,91.9765,0.546055,8.9604,0.6107
139.5673,91.3998,0.543661,8.8916,0.6193
139.7197,91.2053,0.538658,8.8636,0.6201
139.8721,91.243,0.548524,8.9075,0.621
140.0245,91.5709,0.557688,8.9058,0.6366
140.1769,90.832,0.580019,8.8577,0.6362
140.3293,90.9409,0.589212,8.9493,0.6295
140.4817,91.8755,0.551304,9.0231,0.6372
140.6341,94.0411,0.553358,9.0466,0.6482
140.7865,91.8569,0.521547,8.9729,0.6499
140.9389,88.0642,0.533291,8.86,0.6497
141.0913,88.7448,0.5052,8.8137,0.6533
141.2437,92.5212,0.519894,8.7942,0.6604
141.3961,95.2059,0.51852,8.7931,0.6556
141.5485,92.8298,0.516677,8.7032,0.6388
141.7009,93.2603,0.528463,8.6461,0.6238
141.8533,94.7478,0.554294,8.597,0.6283
142.0057,96.0715,0.569169,8.5946,0.5885
142.1581,95.1496,0.581314,8.5489,0.5957
142.3105,97.1616,0.582655,8.5419,0.6033
142.4629,92.4301,0.556752,8.4908,0.5985
142.6153,87.8037,0.548909,8.4858,0.6196
142.7677,83.3604,0.539968,8.5016,0.6045
142.9201,84.2319,0.56025,8.618,0.6109
143.0725,87.1295,0.546581,8.6613,0.5846
143.2249,84.5971,0.547232,8.5732,0.5681
143.3773,87.281,0.530991,8.4558,0.5711
143.5297,85.4802,0.559674,8.3746,0.5647
143.6821,86.0644,0.543791,8.4562,0.5536
143.8345,84.4576,0.544178,8.4447,0.5497
143.9869,84.7167,0.526427,8.3885,0.548
144.1393,84.5042,0.545055,8.3811,0.5553
144.2917,86.9828,0.553034,8.5211,0.5615
144.4441,89.2709,0.549203,8.5748,0.5626
144.5965,88.843,0.545329,8.5044,0.5632
144.7489,87.751,0.555153,8.3895,0.5548
144.9013,89.8441,0.565764,8.4627,0.5557
145.0537,92.7091,0.542701,8.4816,0.5582
145.2061,94.8775,0.538814,8.4951,0.5577
145.3585,92.0104,0.551379,8.4417,0.5494
145.5109,91.8725,0.566262,8.4026,0.5437
145.6633,88.3351,0.570074,8.4028,0.5448
145.8157,89.9718,0.578608,8.3834,0.5541
145.9681,89.394,0.573213,8.4296,0.5691
146.1205,92.8291,0.590343,8.3832,0.5748
146.2729,92.8234,0.584088,8.3694,0.5821
146.4253,94.2084,0.587993,8.3758,0.5865
146.5777,93.7959,0.566583,8.5404,0.587
146.7301,92.2226,0.559003,8.6429,0.5923
146.8825,89.9392,0.561367,8.7038,0.584
147.0349,86.5372,0.556103,8.7468,0.614
147.1873,85.598,0.554543,8.6826,0.6653
147.3397,87.2679,0.564515,8.6044,0.6534
147.4921,87.2115,0.553278,8.4946,0.6577
147.6445,87.4159,0.56808,8.5593,0.6619
147.7969,85.4861,0.576857,8.5744,0.6454
147.9493,86.4436,0.601179,8.5479,0.6228
148.1017,86.753,0.577582,8.5326,0.6134
148.2541,87.4335,0.568403,8.606,0.6138
148.4065,86.4863,0.590555,8.7932,0.6118
148.5589,85.226,0.583193,8.9045,0.6009
148.7113,84.9376,0.578893,8.9226,0.5944
148.8637,88.6793,0.545148,8.8599,0.5935
149.0161,90.7735,0.551096,8.8279,0.593
149.1685,93.8656,0.541667,8.7624,0.5891
149.3209,93.3867,0.549141,8.7606,0.5845
149.4733,94.6301,0.556203,8.77,0.5802
149.6257,95.5555,0.56997,8.788,0.5942
149.7781,93.7563,0.584266,8.8397,0.5887
149.9305,92.7761,0.576326,8.8293,0.589
150.0829,89.4694,0.563035,8.8267,0.5771
150.2353,89.5897,0.556609,8.7243,0.5765
150.3877,88.2237,0.554178,8.6119,0.592
150.5401,88.2609,0.545449,8.5823,0.5984
150.6925,86.563,0.547485,8.6032,0.6018
150.8449,86.886,0.547792,8.7288,0.6003
150.9973,86.8264,0.5617,8.7119,0.5943
151.1497,87.2478,0.569447,8.6665,0.5935
151.3021,86.7501,0.574256,8.6206,0.6086
151.4545,88.2213,0.575206,8.6348,0.6122
151.6069,94.1746,0.569864,8.6464,0.6007
151.7593,92.2601,0.558642,8.6325,0.5967
151.9117,89.3956,0.551378,8.8034,0.6079
152.0641,83.3335,0.551203,8.9329,0.6222
152.2165,85.3799,0.560526,9.0407,0.6204
152.3689,86.8443,0.5575,8.8342,0.6095
152.5213,87.0429,0.565741,8.6956,0.6186
152.6737,85.7577,0.56522,8.5828,0.607
152.8261,84.9245,0.578485,8.5495,0.5768
152.9785,85.1468,0.572113,8.5978,0.5703
153.1309,87.8201,0.567398,8.6428,0.5797
153.2833,87.4706,0.575529,8.8315,0.6074
153.4357,88.8017,0.573774,8.9825,0.6174
153.5881,87.3291,0.572621,9.389,0.6034
153.7405,87.713,0.577802,9.3853,0.5908
153.8929,85.9653,0.58906,9.4844,0.5866
154.0453,85.7046,0.624023,9.5235,0.5916
154.1977,87.1244,0.57482,9.6109,0.5973
154.3501,89.758,0.558107,9.4507,0.6031
154.5025,89.5079,0.540424,9.196,0.609
154.6549,89.8619,0.578611,8.9487,0.6143
154.8073,88.8851,0.578068,8.7812,0.6118
154.9597,92.1513,0.558155,8.5973,0.6103
155.1121,92.2888,0.542284,8.4013,0.6116
155.2645,91.5814,0.553905,8.5808,0.6121
155.4169,90.3725,0.574925,8.8806,0.5792
155.5693,88.9213,0.59765,9.1151,0.5989
155.7217,89.7255,0.577073,8.9726,0.623
155.8741,88.4286,0.592864,8.6798,0.6676
156.0265,89.297,0.563066,8.5509,0.6787
156.1789,89.8111,0.569003,8.533,0.6854
156.3313,91.5863,0.534075,8.5329,0.6978
156.4837,92.6667,0.536809,8.4309,0.7075
156.6361,93.7007,0.546032,8.538,0.7108
156.7885,93.7748,0.553542,8.5432,0.7087
156.9409,93.2925,0.56908,8.5608,0.7008
157.0933,90.4976,0.554259,8.556,0.6918
157.2457,90.8499,0.564986,8.5743,0.6875
157.3981,91.827,0.578779,8.5448,0.6935
157.5505,92.9306,0.559988,8.5516,0.6724
157.7029,92.2854,0.54493,8.5359,0.5735
157.8553,90.8722,0.528286,8.6948,0.4983
158.0077,91.5992,0.571629,8.8461,0.5017
158.1601,91.234,0.594631,8.9674,0.5001
158.3125,91.0218,0.606012,8.9337,0.5
158.4649,89.5786,0.582538,8.7273,0.501
158.6173,88.6768,0.572371,8.5068,0.51
158.7697,90.2669,0.57182,8.4411,0.529
158.9221,91.7348,0.577145,8.4688,0.5333
159.0745,92.6636,0.581977,8.5296,0.5321
159.2269,91.6125,0.556377,8.5065,0.5335
159.3793,91.8041,0.550981,8.5404,0.5376
159.5317,92.3118,0.55365,8.6305,0.55
159.6841,92.4852,0.56516,8.5771,0.5713
159.8365,93.4188,0.595088,8.5583,0.5867
159.9889,91.4105,0.586392,8.6482,0.5893
160.1413,91.7617,0.580007,8.7522,0.5891
160.2937,89.7001,0.55753,8.9043,0.5843
160.4461,92.6073,0.561451,9.0304,0.5756
160.5985,91.6182,0.58648,9.0892,0.5655
160.7509,93.3624,0.608999,9.0038,0.556
160.9033,91.2487,0.579486,8.8331,0.5544
161.0557,100.1736,0.573725,8.6962,0.5481
161.2081,95.6618,0.559992,8.9573,0.5601
161.3605,93.7825,0.606725,9.5222,0.589
161.5129,82.2263,0.606444,10.3445,0.5987
161.6653,84.8561,0.614642,10.707,0.6054
161.8177,88.0498,0.58297,10.2393,0.6384
161.9701,88.4629,0.588816,9.9995,0.6617
162.1225,87.9319,0.57972,9.8068,0.6672
162.2749,86.249,0.578953,10.2255,0.6593
162.4273,85.8261,0.579294,10.9216,0.6481
162.5797,86.3739,0.577839,11.3214,0.6395
162.7321,87.1182,0.607528,11.5222,0.6303
162.8845,89.6866,0.608202,11.294,0.6188
163.0369,92.1763,0.603938,11.2959,0.6077
163.1893,93.9389,0.598377,11.251,0.6001
163.3417,94.4881,0.589898,11.3978,0.5941
163.4941,91.6037,0.58151,11.1864,0.5961
163.6465,88.8266,0.578947,11.1692,0.6019
163.7989,91.5289,0.593568,10.8158,0.6127
163.9513,91.7606,0.573335,10.7959,0.6263
164.1037,93.9362,0.575849,11.0022,0.6282
164.2561,92.775,0.537273,11.302,0.6217
164.4085,95.6462,0.541295,10.6613,0.6172
164.5609,96.3789,0.557513,10.0725,0.618
164.7133,94.2189,0.562862,9.9176,0.618
164.8657,91.6293,0.576665,9.951,0.6137
165.0181,89.6689,0.545447,10.0618,0.6182
165.1705,89.8001,0.554351,10.3514,0.6206
165.3229,89.7587,0.561518,9.9365,0.6086
165.4753,90.9917,0.565473,9.7091,0.5871
165.6277,93.1215,0.543193,8.6503,0.5587
165.7801,92.5949,0.516309,8.4851,0.5411
165.9325,92.9582,0.523559,8.4672,0.5468
166.0849,92.389,0.537805,8.4586,0.5513
166.2373,92.7488,0.555434,8.522,0.5556
166.3897,90.5514,0.532018,8.457,0.5582
166.5421,91.3026,0.526912,8.4623,0.56
166.6945,94.058,0.525904,8.4899,0.5602
166.8469,95.1522,0.529773,8.725,0.5596
166.9993,93.8619,0.544246,8.7976,0.5592
167.1517,94.7743,0.545619,8.9162,0.5605
167.3041,96.9438,0.556968,8.9252,0.5667
167.4565,99.123,0.571356,9.0153,0.5729
167.6089,97.7639,0.5868,9.0599,0.5762
167.7613,93.7364,0.601382,9.1116,0.5809
167.9137,90.4856,0.580977,9.0725,0.599
168.0661,87.6352,0.574424,8.9993,0.612
168.2185,88.861,0.568538,8.9512,0.6024
168.3709,88.8023,0.557621,9.0322,0.6125
168.5233,92.0334,0.564358,8.9649,0.6245
168.6757,93.3297,0.567548,8.8465,0.6352
168.8281,93.8565,0.58825,8.7165,0.6362
168.9805,91.613,0.556137,8.7931,0.6345
169.1329,92.1894,0.51981,8.8617,0.6389
169.2853,91.3334,0.508088,8.8895,0.6255
169.4377,92.4525,0.516181,8.8567,0.605
169.5901,92.5396,0.541004,9.0183,0.5919
169.7425,93.5093,0.550705,9.2592,0.5945
169.8949,93.7375,0.572283,9.5401,0.6088
170.0473,91.5063,0.594818,9.5469,0.6209
170.1997,91.7089,0.57631,9.1907,0.6138
170.3521,88.992,0.559235,8.7374,0.6061
170.5045,89.1235,0.54529,8.642,0.6106
170.6569,85.4789,0.549003,8.5664,0.6306
170.8093,84.3197,0.548255,8.531,0.649
170.9617,81.4729,0.533134,8.4929,0.6451
171.1141,81.734,0.54717,8.4586,0.6348
171.2665,83.241,0.558143,8.4677,0.636
171.4189,86.94,0.554998,8.4589,0.6414
171.5713,91.2082,0.533736,8.4985,0.6377
171.7237,92.0536,0.541759,8.5497,0.6271
171.8761,89.5966,0.567541,8.5469,0.6149
172.0285,88.0475,0.577894,8.5126,0.6109
