Depth,GR,Porosity,Caliper,Ring resistivity,MLT2_all_original,SD_all_original
69.0144,99.2542,0.622425,10.5584,1.0609,1.5338,1.536616747
69.1668,97.6033,0.634765,10.6083,1.0626,1.557433333,1.520895541
69.3192,99.2146,0.627133,10.5084,1.0587,1.578466667,1.521353536
69.4716,98.8816,0.592158,10.4373,1.0535,1.581166667,1.482276742
69.624,101.2763,0.573961,10.2733,1.0447,1.627466667,1.567202917
69.7764,100.9398,0.571972,10.0807,1.0333,1.629733333,1.603628177
69.9288,98.8356,0.589545,9.745,1.0297,1.586433333,1.553191847
70.0812,95.5178,0.59466,9.2873,1.0413,1.6409,1.640785734
70.2336,93.69,0.595975,9.1364,1.0416,1.665833333,1.667887868
70.386,94.7158,0.61036,9.1201,1.0323,1.6698,1.573130793
70.5384,96.7334,0.566176,9.0725,1.05,1.703833333,1.679203206
70.6908,97.4011,0.587593,9.1257,1.065,1.7247,1.714807028
70.8432,95.3014,0.537992,9.2711,1.0632,1.7116,1.695620586
70.9956,95.8074,0.563141,9.8672,1.0565,1.6797,1.675394922
71.148,94.8981,0.525622,10.4828,1.0549,1.625466667,1.627025174
71.3004,96.1789,0.537854,10.5378,1.0569,1.562233333,1.544577325
71.4528,95.4577,0.546712,9.7139,1.0622,1.568566667,1.57773903
71.6052,96.0207,0.55467,9.2016,1.0669,1.464333333,1.439320588
71.7576,93.697,0.566238,8.9209,1.0635,1.485333333,1.467922553
71.91,93.6863,0.556541,8.6892,1.052,1.4959,1.464486881
72.0624,93.0941,0.563464,8.7313,1.0563,1.503766667,1.430130919
72.2148,93.6756,0.574861,8.7447,1.0872,1.538666667,1.452936666
72.3672,93.4627,0.575262,8.774,1.0977,1.498233333,1.500327691
72.5196,92.0372,0.589449,8.8016,1.0952,1.495066667,1.47820693
72.672,93.6165,0.549662,8.7404,1.0552,1.5565,1.492000218
72.8244,93.4568,0.545339,8.6484,0.9864,1.6084,1.493834185
72.9768,94.3595,0.554929,8.6266,0.9543,1.636033333,1.500863362
73.1292,93.2059,0.571221,8.6803,0.92,1.683,1.535344044
73.2816,91.9298,0.568397,8.732,0.9326,1.6837,1.516253654
73.434,92.1296,0.558937,8.7345,0.9899,1.687033333,1.548125371
73.5864,92.4922,0.552809,8.6017,1.0497,1.7216,1.622564895
73.7388,92.8517,0.55414,8.6785,1.0497,1.711633333,1.643020135
73.8912,93.5381,0.541646,8.8212,1.0339,1.705166667,1.686259017
74.0436,93.1269,0.544371,9.1578,1.0237,1.666433333,1.665429068
74.196,93.2839,0.543915,9.3503,1.0187,1.672,1.659142349
74.3484,92.3482,0.539671,9.364,1.0234,1.707933333,1.69353435
74.5008,90.8781,0.538992,9.019,1.0427,1.7375,1.736826891
74.6532,90.5039,0.561556,8.7395,1.0581,1.787433333,1.829637171
74.8056,88.3801,0.574972,8.5624,1.0616,1.772233333,1.836334568
74.958,88.9344,0.587637,8.5412,1.0481,1.775566667,1.850484147
75.1104,87.4928,0.571393,8.5236,1.0317,1.7988,1.855129922
75.2628,89.5839,0.546211,8.5908,1.0199,1.816666667,1.857149991
75.4152,91.8128,0.522254,8.4462,1.0219,1.8293,1.850595925
75.5676,92.5838,0.532901,8.4549,1.0204,1.9081,1.846185443
75.72,94.4715,0.53715,8.5072,1.0111,1.9499,1.827456709
75.8724,93.7152,0.567569,8.5226,0.9958,1.962,1.793788393
76.0248,94.7438,0.555639,8.5455,0.9802,2.003333333,1.817859938
76.1772,88.8821,0.561535,8.568,0.9621,2.0494,1.877431288
76.3296,87.1717,0.506425,8.6629,0.9543,2.079233333,1.88785472
76.482,86.3741,0.513752,8.8158,0.9722,2.060733333,1.846658495
76.6344,87.844,0.512657,8.8831,1.015,1.982666667,1.778176638
76.7868,88.9425,0.589298,8.9451,1.0711,1.990533333,1.823675569
76.9392,90.3152,0.563248,9.027,1.1035,1.946933333,1.781924165
77.0916,96.3393,0.544455,9.0968,1.0962,1.8829,1.765955461
77.244,97.1223,0.534288,9.1554,1.0615,1.906033333,1.801815371
77.3964,98.0414,0.542821,9.0723,1.0469,1.936633333,1.824052676
77.5488,95.4535,0.540998,9.0599,1.0408,1.981066667,1.837799008
77.7012,96.3654,0.540362,9.0317,1.0583,1.955766667,1.809536767
77.8536,94.9326,0.529271,9.1577,1.1021,1.965733333,1.781241663
78.006,97.0799,0.52421,9.1971,1.1143,1.869233333,1.695303428
78.1584,97.7372,0.516612,9.2094,1.1046,1.812466667,1.671252758
78.3108,100.074,0.529549,9.3369,1.0931,1.792033333,1.684759102
78.4632,100.0929,0.552211,9.4327,1.0885,1.738666667,1.680283475
78.6156,99.6177,0.541905,9.5301,1.0894,1.760366667,1.709544335
78.768,97.4646,0.573708,9.4678,1.0959,1.754433333,1.697735603
78.9204,95.7207,0.587902,9.3152,1.108,1.7408,1.681645987
79.0728,97.8771,0.619318,9.1806,1.1113,1.783433333,1.709474708
79.2252,96.9525,0.59508,9.0951,1.1068,1.7873,1.704829906
79.3776,96.6144,0.590238,9.1825,1.1045,1.787166667,1.718171569
79.53,93.9272,0.570472,9.2424,1.0907,1.746766667,1.710925065
79.6824,98.3388,0.549961,9.1433,1.0835,1.722,1.595884415
79.8348,99.7203,0.541632,8.9147,1.0914,1.729066667,1.574446399
79.9872,98.7778,0.55391,8.8351,1.1015,1.8073,1.597625971
80.1396,93.5384,0.573148,8.8057,1.1035,1.8293,1.635093823
80.292,92.2055,0.571515,8.8859,1.1037,1.860233333,1.56706534
80.4444,94.1888,0.574337,9.0208,1.101,1.8843,1.55998558
80.5968,96.6326,0.56747,9.0383,1.0865,1.8956,1.519698887
80.7492,95.3678,0.593343,9.093,1.0542,1.958766667,1.511307374
80.9016,94.7723,0.571985,8.8924,1.0102,2.011066667,1.550811872
81.054,95.2558,0.551563,8.7113,0.9941,2.071066667,1.625956189
81.2064,95.7795,0.559497,8.512,0.9784,2.079533333,1.656567973
81.3588,97.215,0.559918,8.4912,0.9603,2.048266667,1.635245607
81.5112,99.0039,0.582393,8.4945,0.9777,2.058533333,1.671480137
81.6636,99.4923,0.56942,8.6047,1.018,2.111866667,1.793580678
81.816,96.2694,0.564025,8.6112,1.0633,2.0927,1.764764539
81.9684,92.1816,0.546641,8.624,1.1046,2.110566667,1.801232165
82.1208,90.7271,0.54115,8.52,1.1296,2.113733333,1.863114184
82.2732,93.38,0.556476,8.5726,1.1361,2.0179,1.778543737
82.4256,94.8456,0.583812,8.7778,1.1362,1.984966667,1.768798302
82.578,96.5143,0.630579,9.1088,1.1435,1.991233333,1.830362836
82.7304,95.738,0.593245,9.3325,1.1505,1.9224,1.853618382
82.8828,94.1864,0.591449,9.2367,1.1471,1.976366667,1.931265638
83.0352,94.7884,0.544537,9.1998,1.1472,1.988633333,1.940139574
83.1876,94.6331,0.596697,8.8715,1.1512,1.9967,1.936481176
83.34,95.7559,0.565457,8.8203,1.1249,1.974566667,1.937199158
83.4924,94.1173,0.579752,8.8341,1.0413,2.0026,1.93190427
83.6448,95.1251,0.569021,9.3917,0.8833,2.015933333,1.965599738
83.7972,95.9173,0.594393,9.7867,0.8349,1.9947,1.866505633
83.9496,97.2882,0.594076,10.0528,0.8601,1.9008,1.814789013
84.102,97.9853,0.598675,10.111,0.9456,1.8942,1.79100734
84.2544,96.7171,0.605947,10.2561,1.002,1.898766667,1.812900782
84.4068,93.1168,0.573616,9.9112,1.0275,1.826133333,1.70461348
84.5592,90.031,0.55428,9.4595,1.0411,1.7106,1.630036413
84.7116,89.7948,0.545482,9.0975,1.0471,1.678766667,1.633101521
84.864,93.9503,0.567343,9.2096,1.0742,1.6143,1.595265603
85.0164,93.7846,0.562096,9.0009,1.0976,1.536666667,1.561213147
85.1688,94.1862,0.525206,8.8007,1.0406,1.490133333,1.530933718
85.3212,92.9449,0.52967,8.5724,1.0121,1.4869,1.553442765
85.4736,96.906,0.537366,8.6089,1.0151,1.458533333,1.586162323
85.626,92.9279,0.53938,8.6947,1.0186,1.469766667,1.60745216
85.7784,91.8762,0.541503,8.8479,1.0214,1.395433333,1.543512589
85.9308,90.2905,0.515804,8.9523,1.0278,1.3854,1.574412538
86.0832,96.3637,0.557137,8.9751,1.0408,1.351766667,1.544072638
86.2356,98.0882,0.545837,8.9057,1.0435,1.375233333,1.55396415
86.388,95.8905,0.565765,8.8554,1.0345,1.395366667,1.545875965
86.5404,95.5055,0.539037,8.7645,1.035,1.369566667,1.499092274
86.6928,97.3973,0.531351,8.8318,1.0405,1.335566667,1.453322944
86.8452,100.0916,0.517225,8.9217,1.0384,1.410333333,1.479120422
86.9976,99.9859,0.519536,9.1591,1.0268,1.4326,1.502728155
87.15,99.1124,0.535587,9.1949,1.0118,1.437333333,1.527984671
87.3024,98.1142,0.557058,9.2178,1.0005,1.429833333,1.53026231
87.4548,98.4788,0.570073,9.0656,1.0006,1.423833333,1.54677581
87.6072,97.6138,0.54461,8.8,1.0093,1.4051,1.551685736
87.7596,100.5037,0.576224,8.5283,1.0199,1.431066667,1.565701034
87.912,101.4021,0.575698,8.4573,1.0346,1.459266667,1.566821622
88.0644,102.5983,0.589689,8.4273,1.049,1.465866667,1.588754958
88.2168,102.9814,0.551974,8.4851,1.0495,1.493666667,1.634340118
88.3692,104.0515,0.54525,8.5232,1.0381,1.4779,1.64027663
88.5216,102.3288,0.549284,8.6017,1.0229,1.552466667,1.741284482
88.674,98.548,0.53901,8.6235,1.0188,1.595066667,1.798853763
88.8264,96.5064,0.539365,8.6165,1.0264,1.531433333,1.809701461
88.9788,96.5904,0.553023,8.6372,1.0356,1.527133333,1.766916613
89.1312,96.3305,0.553706,8.6278,1.0358,1.5061,1.716761571
89.2836,92.6255,0.565227,8.646,1.0384,1.5343,1.726184466
89.436,91.9951,0.545951,8.7563,1.0418,1.561066667,1.685999208
89.5884,91.6124,0.558473,8.9621,1.0447,1.6009,1.632720641
89.7408,95.6829,0.550352,9.0302,1.0478,1.613,1.658807624
89.8932,94.9611,0.556077,9.0164,1.0532,1.599033333,1.641842491
90.0456,94.7135,0.560151,9.051,1.055,1.597333333,1.630742271
90.198,93.2048,0.559768,8.8028,1.0522,1.562466667,1.559432904
90.3504,94.0946,0.545165,8.7826,1.0472,1.5643,1.483414893
90.5028,95.0329,0.546373,8.5515,1.0474,1.556666667,1.402234748
90.6552,94.6062,0.540575,8.6147,1.057,1.567666667,1.406108705
90.8076,93.3161,0.545078,8.5329,1.0707,1.613333333,1.432442537
90.96,92.3115,0.54915,8.5317,1.0768,1.6126,1.445048248
91.1124,94.3875,0.544165,8.5749,1.0689,1.661,1.478291153
91.2648,94.4019,0.546798,8.6878,1.0648,1.650966667,1.49807878
91.4172,93.6909,0.520436,8.702,1.0689,1.5955,1.467739231
91.5696,91.5868,0.525696,8.6826,1.0694,1.61,1.496190941
91.722,92.0992,0.539225,8.6405,1.0619,1.6172,1.508886729
91.8744,92.897,0.563789,8.5787,1.0566,1.641133333,1.53793467
92.0268,90.9026,0.574522,8.5414,1.0571,1.679266667,1.556295622
92.1792,92.248,0.563077,8.6383,1.0567,1.691866667,1.58090794
92.3316,93.4781,0.574605,8.7269,1.0572,1.719033333,1.615680713
92.484,96.0505,0.56738,8.7608,1.0569,1.753866667,1.627281449
92.6364,94.0561,0.57038,8.83,1.0536,1.811733333,1.608467882
92.7888,95.2113,0.549921,8.9514,1.0472,1.784533333,1.576819494
92.9412,95.0014,0.554057,9.0133,1.042,1.750733333,1.598673741
93.0936,96.7691,0.544988,8.9328,1.0429,1.753733333,1.674199011
93.246,94.5178,0.570418,9.1364,1.0486,1.710566667,1.6694638
93.3984,96.5359,0.574396,9.5821,1.0537,1.6504,1.62259682
93.5508,94.1992,0.581015,9.6471,1.0547,1.622333333,1.583964885
93.7032,91.2084,0.553705,9.6295,1.0521,1.653666667,1.589393728
93.8556,85.6197,0.55602,9.9154,1.0466,1.650333333,1.602359517
94.008,87.2629,0.549487,9.9065,1.0422,1.6676,1.627554312
94.1604,86.7261,0.552217,9.7586,1.0432,1.666633333,1.657905918
94.3128,89.0935,0.546013,9.1864,1.0461,1.639566667,1.685235388
94.4652,86.1344,0.544194,9.5183,1.0544,1.6022,1.691631962
94.6176,89.0293,0.548887,9.7071,1.0673,1.5637,1.7178401
94.77,89.4953,0.549713,9.8073,1.0733,1.5266,1.634332108
94.9224,90.7345,0.561233,8.9445,1.0759,1.4987,1.631273882
95.0748,91.6653,0.55889,8.5734,1.0743,1.5121,1.619802361
95.2272,85.8144,0.571714,8.5185,1.0629,1.481066667,1.52294828
95.3796,87.6224,0.576,8.6009,1.0517,1.5354,1.600001596
95.532,87.2212,0.588274,8.5289,1.0443,1.534766667,1.577945979
95.6844,96.3979,0.578861,8.6224,1.0372,1.500033333,1.548943005
95.8368,98.8579,0.572736,8.6981,1.0302,1.480533333,1.493916257
95.9892,101.1222,0.559428,8.6843,1.0317,1.418966667,1.412211185
96.1416,99.3508,0.560949,8.6758,1.0455,1.379466667,1.357795511
96.294,99.342,0.573094,8.6666,1.0563,1.386633333,1.335214352
96.4464,96.4558,0.587445,8.7115,1.0593,1.396033333,1.323139662
96.5988,96.0946,0.599304,8.8051,1.0655,1.414166667,1.329241114
96.7512,96.4771,0.574985,8.8395,1.0738,1.425433333,1.378801477
96.9036,100.929,0.579804,9.0639,1.0747,1.442266667,1.361178116
97.056,104.1668,0.557067,9.1872,1.0688,1.419466667,1.376596618
97.2084,106.0359,0.555732,8.89,1.0575,1.449266667,1.486723667
97.3608,103.6898,0.550201,9.3574,1.0457,1.377566667,1.431811596
97.5132,102.2021,0.56617,9.7468,1.0284,1.3756,1.500619663
97.6656,99.1963,0.598737,9.7775,1.0161,1.413766667,1.569705273
97.818,98.6589,0.572624,9.7295,1.0295,1.3954,1.543937317
97.9704,96.3743,0.592854,9.9229,1.0422,1.4369,1.570713709
98.1228,95.3666,0.57881,10.2308,1.056,1.455266667,1.574208731
98.2752,96.2335,0.614008,10.38,1.0748,1.454033333,1.538136242
98.4276,97.1736,0.582645,10.3294,1.0866,1.481666667,1.514950392
98.58,97.3228,0.548484,10.1749,1.0909,1.4982,1.472915938
98.7324,97.0451,0.563538,10.0147,1.0832,1.5676,1.482108804
98.8848,97.226,0.542219,9.9034,1.0655,1.625266667,1.500454774
99.0372,98.7474,0.559809,9.8878,1.0533,1.6308,1.448649886
99.1896,100.2085,0.52023,9.9568,1.0518,1.660066667,1.449105976
99.342,100.5509,0.533714,10.0503,1.0556,1.702633333,1.438654939
99.4944,100.0809,0.530553,10.0225,1.0648,1.7355,1.480694291
99.6468,96.9454,0.532505,9.9408,1.0726,1.746166667,1.47458912
99.7992,94.7365,0.54083,9.5079,1.0776,1.8363,1.53914966
99.9516,92.72,0.580639,9.0349,1.0785,1.8666,1.557773167
100.104,94.7924,0.58286,8.5248,1.0499,1.8925,1.58630959
100.2564,96.4866,0.582043,8.5944,1.0071,1.928266667,1.632427394
100.4088,96.8304,0.563905,8.5791,0.9867,1.9316,1.648117565
100.5612,92.7635,0.560095,8.7026,0.9894,1.9092,1.683496805
100.7136,90.7689,0.531632,8.7825,1.0036,1.836233333,1.649751086
100.866,90.0256,0.530521,8.798,1.0138,1.775666667,1.608858194
101.0184,93.33,0.533705,8.7265,1.0202,1.772033333,1.621388407
101.1708,94.4536,0.550353,8.7758,1.019,1.806233333,1.647915101
101.3232,94.9088,0.529075,8.8646,1.0113,1.8185,1.694131198
101.4756,94.996,0.514709,8.879,1.0104,1.8115,1.677108956
101.628,92.0491,0.520394,8.7455,1.0202,1.833533333,1.701698362
101.7804,91.7416,0.514182,8.6741,1.0399,1.821666667,1.743089543
101.9328,91.1893,0.525506,8.5897,1.0687,1.804966667,1.766731247
102.0852,91.0716,0.51828,8.4895,1.0967,1.812033333,1.743656053
102.2376,92.3894,0.514066,8.456,1.1101,1.829633333,1.763812981
102.39,90.8207,0.510977,8.4426,1.1072,1.861666667,1.76446833
102.5424,92.2834,0.525763,8.3963,1.0971,1.766966667,1.660351418
102.6948,92.8493,0.54757,8.4284,1.086,1.696233333,1.620214444
102.8472,93.2644,0.567282,8.4371,1.0748,1.6597,1.608291809
102.9996,93.894,0.540108,8.4678,1.0626,1.618433333,1.586652633
103.152,92.1854,0.546538,8.4953,1.0485,1.601633333,1.607064145
103.3044,94.3135,0.544001,8.4774,1.0355,1.560333333,1.565345038
103.4568,94.6299,0.553327,8.4218,1.0252,1.5701,1.582093241
103.6092,94.2676,0.537856,8.4397,1.0162,1.537566667,1.56245219
103.7616,93.5768,0.520161,8.4524,1.0092,1.5194,1.574577332
103.914,94.0603,0.512594,8.4528,1.0056,1.5388,1.626258741
104.0664,93.9399,0.529596,8.4641,1.0096,1.517433333,1.62335089
104.2188,93.6212,0.543605,8.4749,1.0222,1.484766667,1.617647607
104.3712,93.8008,0.563613,8.489,1.0341,1.4609,1.637027272
104.5236,92.7145,0.536696,8.4458,1.0401,1.474066667,1.684223578
104.676,88.7127,0.543837,8.4235,1.0403,1.4858,1.721865624
104.8284,90.2716,0.540312,8.4141,1.0419,1.503866667,1.748215256
104.9808,92.2863,0.534808,8.4725,1.0466,1.4884,1.745213083
105.1332,97.8415,0.53357,8.4824,1.0496,1.4586,1.740796592
105.2856,95.428,0.525717,8.4289,1.049,1.4636,1.758731808
105.438,95.4204,0.538837,8.3945,1.05,1.443833333,1.717623922
105.5904,93.9834,0.533958,8.3672,1.0446,1.4638,1.72100055
105.7428,95.7121,0.546125,8.4158,1.0284,1.479866667,1.689595114
105.8952,96.3176,0.540133,8.4423,1.0153,1.406366667,1.566337884
106.0476,97.2207,0.525535,8.3905,1.0128,1.394333333,1.564495623
106.2,98.755,0.511047,8.2994,1.0145,1.439666667,1.570265484
106.3524,99.8992,0.518501,8.3103,1.0218,1.4315,1.518693227
106.5048,102.0934,0.513604,8.3439,1.0276,1.4151,1.473710518
106.6572,102.8645,0.507906,8.4696,1.0237,1.422266667,1.481033421
106.8096,100.785,0.512112,8.5974,1.0211,1.368933333,1.449237913
106.962,99.2326,0.53244,8.7187,1.0227,1.3981,1.483363933
107.1144,97.0261,0.544592,8.7377,1.0366,1.403533333,1.506933016
107.2668,98.8048,0.518387,8.6479,1.0482,1.392466667,1.500731282
107.4192,99.7702,0.513882,8.4105,1.0363,1.405,1.522125269
107.5716,100.5392,0.513845,8.3665,1.0219,1.414133333,1.519788159
107.724,99.1174,0.519326,8.5086,1.0123,1.3952,1.476572143
107.8764,96.9015,0.501216,8.5949,1.0104,1.4133,1.486935577
108.0288,95.1163,0.525416,8.6119,1.0119,1.415166667,1.469141112
108.1812,95.0175,0.556594,8.5095,1.0134,1.358033333,1.436612833
108.3336,94.8816,0.591992,8.4021,1.0007,1.348066667,1.442053742
108.486,95.9658,0.559632,8.4068,0.9841,1.3466,1.46173989
108.6384,95.213,0.550647,8.4314,0.9903,1.3345,1.458723454
108.7908,97.7702,0.528175,8.4153,1.0048,1.363733333,1.503150423
108.9432,97.1313,0.541364,8.3946,1.0153,1.345833333,1.490172632
109.0956,99.713,0.545083,8.3331,1.013,1.355966667,1.476427433
109.248,97.8132,0.565669,8.3373,1.0065,1.360833333,1.48447167
109.4004,96.2853,0.545699,8.334,1.0043,1.332766667,1.459019367
109.5528,95.6618,0.543222,8.3461,1.0024,1.332833333,1.470383059
109.7052,93.3552,0.544419,8.3504,0.9988,1.332366667,1.490037773
109.8576,93.475,0.545067,8.3675,0.9951,1.353766667,1.524112325
110.01,93.6067,0.531507,8.4186,0.9939,1.3761,1.539154407
110.1624,95.173,0.511387,8.3686,0.9976,1.368833333,1.505058871
110.3148,96.0263,0.512361,8.4056,1.0061,1.370366667,1.493902953
110.4672,94.7114,0.51229,8.4067,1.0157,1.409533333,1.532162975
110.6196,94.8134,0.51988,8.415,1.0253,1.448033333,1.469869642
110.772,95.571,0.531059,8.4329,1.0276,1.504533333,1.419295617
110.9244,96.9881,0.525177,8.4293,1.0181,1.571633333,1.431040658
111.0768,97.9562,0.522047,8.4611,1.0008,1.6116,1.437844883
111.2292,100.3034,0.50971,8.4677,0.9837,1.660566667,1.457890981
111.3816,100.6259,0.515166,8.485,0.9812,1.674566667,1.434633953
111.534,100.714,0.520119,8.4547,0.9965,1.677533333,1.399271185
111.6864,99.4841,0.538383,8.4461,1.0285,1.7285,1.404723454
111.8388,99.3081,0.56042,8.4142,1.0498,1.710066667,1.387401406
111.9912,97.4157,0.561704,8.4851,1.0479,1.759166667,1.434283145
112.1436,97.5,0.567321,8.5867,1.0493,1.796233333,1.462650418
112.296,98.9062,0.547417,8.6704,1.045,1.732866667,1.485022777
112.4484,101.4447,0.551573,8.5993,1.0384,1.714033333,1.496207149
112.6008,100.568,0.520018,8.5015,1.0407,1.739033333,1.569093315
112.7532,97.5564,0.513946,8.4414,1.0394,1.642133333,1.571511411
112.9056,96.2102,0.512087,8.3788,1.0333,1.619766667,1.573065641
113.058,94.7207,0.52923,8.3941,1.0294,1.626533333,1.673197492
113.2104,93.7403,0.545726,8.4925,1.0306,1.629,1.69707629
113.3628,93.3931,0.565081,8.507,1.0331,1.685166667,1.760474862
113.5152,94.4645,0.562379,8.4753,1.0279,1.7307,1.890942995
113.6676,94.6035,0.554905,8.414,1.0153,1.713833333,1.902703324
113.82,93.4904,0.544026,8.4751,0.999,1.707233333,1.89747089
113.9724,92.6969,0.555223,8.6255,0.9909,1.6794,1.868168258
114.1248,90.5603,0.540869,8.6109,1.0012,1.671866667,1.896298337
114.2772,92.5688,0.544387,8.52,1.0087,1.704566667,1.944175364
114.4296,94.8106,0.537362,8.6877,1.0076,1.678866667,1.973881062
114.582,99.9373,0.552876,9.1596,1.0072,1.612966667,1.961360862
114.7344,104.2727,0.554352,9.4065,1.0082,1.658566667,1.963578819
114.8868,106.2013,0.565387,9.065,1.0108,1.6366,1.928245137
115.0392,107.7485,0.571741,8.8321,1.0146,1.607,1.827447437
115.1916,103.6521,0.556547,8.7965,1.0195,1.5997,1.80656647
115.344,100.3976,0.527878,8.8204,1.0277,1.542333333,1.74719782
115.4964,98.0128,0.530807,9.0756,1.0392,1.449433333,1.613648055
115.6488,100.0134,0.52731,9.2187,1.0492,1.4105,1.585845595
115.8012,101.1222,0.5436,9.0488,1.0572,1.399266667,1.578601912
115.9536,100.0055,0.531629,8.7592,1.0681,1.379566667,1.597565808
116.106,96.1501,0.537181,9.1483,1.0646,1.354533333,1.52794467
116.2584,95.7936,0.525266,9.4176,1.0385,1.300633333,1.44403406
116.4108,96.2688,0.516989,9.2522,1.0155,1.2925,1.371682173
116.5632,97.8581,0.516273,9.0371,1.0092,1.340433333,1.388586732
116.7156,98.1134,0.519217,9.5735,1.0178,1.329266667,1.401706625
116.868,100.0497,0.533842,9.0533,1.028,1.322166667,1.425334045
117.0204,98.8637,0.53656,8.4559,1.0348,1.308366667,1.456027644
117.1728,98.6713,0.537482,8.74,1.0411,1.282933333,1.45859487
117.3252,96.8787,0.524542,8.8614,1.044,1.276233333,1.497805655
117.4776,98.1196,0.515202,8.7498,1.0372,1.2647,1.441677175
117.63,98.7762,0.527939,8.5462,1.0286,1.296633333,1.454230942
117.7824,99.55,0.513705,8.4582,1.0325,1.3054,1.43605433
117.9348,98.1386,0.516354,8.3703,1.0427,1.335333333,1.423737999
118.0872,96.8596,0.518076,8.4091,1.0438,1.3569,1.500172665
118.2396,95.1265,0.527847,8.5906,1.0371,1.3955,1.533422463
118.392,96.1267,0.537992,8.6183,1.0294,1.4059,1.59112087
118.5444,95.8814,0.526873,8.5061,1.0215,1.375333333,1.612245418
118.6968,96.2568,0.533886,8.4117,1.0101,1.353366667,1.584047947
118.8492,95.6227,0.529363,8.4278,1.0005,1.364933333,1.591096078
119.0016,95.6794,0.537476,8.449,1.0008,1.358466667,1.611095564
119.154,96.1171,0.530753,8.4614,1.0024,1.3467,1.595319658
119.3064,95.7356,0.534803,8.4986,0.9992,1.358233333,1.618684356
119.4588,92.6259,0.520349,8.5637,0.999,1.373533333,1.66083057
119.6112,92.5581,0.533759,8.599,1.0017,1.385966667,1.721199165
119.7636,90.7638,0.533153,8.6717,1.0148,1.372666667,1.740242384
119.916,93.4398,0.52187,8.6473,1.0342,1.335866667,1.699525693
120.0684,92.9035,0.509468,8.4439,1.0464,1.330333333,1.692701299
120.2208,97.9319,0.505154,8.4209,1.0514,1.310133333,1.693326583
120.3732,100.2413,0.514461,8.6849,1.043,1.294366667,1.690215558
120.5256,100.3438,0.512135,8.8474,1.0241,1.2721,1.693419526
120.678,97.0351,0.5118,8.8944,1.0009,1.262266667,1.686592362
120.8304,96.3176,0.5133,8.8116,0.9935,1.284533333,1.737371937
120.9828,97.6171,0.526947,8.6761,1.0203,1.270266667,1.70958024
121.1352,98.7245,0.542005,8.5432,1.0589,1.268466667,1.685073406
121.2876,98.1538,0.548608,8.6343,1.0899,1.2503,1.653779331
121.44,95.6385,0.547208,8.6808,1.0978,1.265166667,1.692072242
121.5924,95.758,0.560277,8.9145,1.0832,1.247833333,1.655053596
121.7448,95.835,0.569179,8.9549,1.0706,1.257533333,1.635354024
121.8972,99.3818,0.575981,8.8262,1.0547,1.262266667,1.659162518
122.0496,99.4583,0.544891,8.6738,1.042,1.268566667,1.687090843
122.202,97.5529,0.529253,8.6211,1.0522,1.2658,1.661036933
122.3544,95.3228,0.546105,8.6523,1.0688,1.254666667,1.653065785
122.5068,94.6403,0.547146,8.6733,1.0749,1.269466667,1.568793544
122.6592,97.6153,0.577252,8.9268,1.0737,1.2861,1.581686997
122.8116,98.8842,0.557047,9.0711,1.0657,1.304533333,1.571051023
122.964,99.5558,0.563928,9.1509,1.0539,1.360966667,1.593144009
123.1164,98.2106,0.566121,9.1387,1.0415,1.346333333,1.54713159
123.2688,101.57,0.563396,9.06,1.0299,1.410933333,1.533189354
123.4212,100.7858,0.559764,9.0852,1.0201,1.433166667,1.536211489
123.5736,100.9653,0.537875,9.2215,1.0187,1.455933333,1.553410419
123.726,96.6823,0.540722,9.5442,1.025,1.4706,1.571769483
123.8784,98.4382,0.539495,9.8596,1.03,1.4789,1.519732462
124.0308,99.5525,0.55488,9.4154,1.0374,1.435266667,1.445285322
124.1832,99.7761,0.5624,9.3515,1.045,1.3967,1.3910648
124.3356,100.6545,0.577345,9.3317,1.0446,1.3797,1.460014478
124.488,100.8022,0.567097,9.382,1.0399,1.415433333,1.52837028
124.6404,102.5477,0.569861,9.3987,1.0368,1.457,1.575135634
124.7928,100.9606,0.571572,9.3366,1.0365,1.439133333,1.538945737
124.9452,100.1887,0.560853,9.2808,1.0372,1.3896,1.452492492
125.0976,98.736,0.552989,9.3668,1.0387,1.413733333,1.444376611
125.25,100.5829,0.555959,9.6425,1.0406,1.384366667,1.456630941
125.4024,102.8735,0.564716,9.7403,1.0424,1.379,1.422672485
125.5548,104.2887,0.567417,9.056,1.0454,1.376066667,1.388161444
125.7072,104.3386,0.555961,8.8086,1.0564,1.383666667,1.373945301
125.8596,103.5205,0.569065,9.7397,1.0644,1.372333333,1.372303716
126.012,102.204,0.559337,9.8323,1.0572,1.4015,1.377501137
126.1644,100.1942,0.586533,9.5275,1.0503,1.4451,1.400780386
126.3168,97.5845,0.58493,9.2412,1.0519,1.4729,1.348681562
126.4692,95.4273,0.580628,9.625,1.0551,1.476466667,1.328501731
126.6216,94.0198,0.548048,10.1116,1.0538,1.418333333,1.280851626
126.774,92.1394,0.542296,10.4641,1.051,1.390266667,1.251914346
126.9264,94.9434,0.55235,9.9596,1.0509,1.414433333,1.264642708
127.0788,94.1289,0.551196,9.1017,1.051,1.380066667,1.270697366
127.2312,95.2066,0.560489,8.7559,1.0468,1.3679,1.246479853
127.3836,93.5976,0.556004,8.7496,1.0376,1.3897,1.291136532
127.536,94.567,0.551301,8.6637,1.0339,1.414766667,1.31515765
127.6884,95.0814,0.525339,8.4577,1.04,1.384966667,1.294046302
